FSU,Sample Uploaded,Assigned to ENM,First ENM to SUP,Latest ENM to SUP,First Return ENM to SUP,Latest Return ENM to SUP,No of repeat submissions to SUP,First SUP to DS,Latest SUP to DS,First Return SUP to DS,Latest Return SUP to DS,No of repeat submissions to DS,First DS Acceptance,Latest DS Acceptance,Last Update,No of Warnings,No of SSUs,Max Visit Number,FV,RV,Zone,Ro,Sro,Area Type,Schedule 0.0 Status,FSU Final Status,One-Go Completion,Potential Data Quality Issue (ENM/SUP),Potential SUP Oversight (DS Rejected after SUP Approval)
1626924405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626925405,2026-03-28,2026-04-01,2026-04-04,2026-04-04,,,0,2026-04-04,2026-04-04,,,0,2026-04-06,2026-04-06,2026-04-06,,12,4,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626926405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626927405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,2026-04-09,,12,4,0,1,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626928405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626929405,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626930405,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,,12,4,0,1,West Zone,Mumbai,THN,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1626931405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626932405,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626933405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626934405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626935405,2026-03-28,2026-04-04,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,1,12,4,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626940405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626941405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626948405,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-12,2026-04-12,,,0,,,2026-04-12,,12,4,0,1,West Zone,Mumbai,THN,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1626951405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626952405,2026-03-28,2026-04-02,2026-04-05,2026-04-05,,,0,2026-04-06,2026-04-06,,,0,2026-04-06,2026-04-06,2026-04-06,1,12,4,0,1,West Zone,Aurangabad,NSK,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626953405,2026-03-28,2026-04-06,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,4,0,1,West Zone,Aurangabad,NSK,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626954405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626955405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626956405,2026-03-28,2026-04-01,2026-04-11,2026-04-11,,,0,2026-04-13,2026-04-13,,,0,,,2026-04-13,,12,4,0,1,West Zone,Mumbai,THN,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1626957405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626958405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626959405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,,12,4,0,1,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1626960405,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626961405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626962405,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626963405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,2026-04-09,,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626964405,2026-03-28,2026-04-01,2026-04-04,2026-04-04,,,0,2026-04-05,2026-04-05,,,0,2026-04-06,2026-04-06,2026-04-06,1,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626965405,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,,,0,2026-04-09,2026-04-09,2026-04-09,,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626966405,2026-03-28,2026-04-01,2026-04-11,2026-04-11,,,0,2026-04-12,2026-04-12,,,0,2026-04-12,2026-04-12,2026-04-12,,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626967405,2026-03-28,2026-04-01,2026-04-02,2026-04-02,,,0,2026-04-09,2026-04-09,2026-04-10,2026-04-10,1,,,2026-04-10,2,12,4,0,1,West Zone,Mumbai,MMB,Urban,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1626968405,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626969405,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-12,2026-04-12,,,0,2026-04-12,2026-04-12,2026-04-12,,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626970405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626971405,2026-03-28,2026-04-04,2026-04-07,2026-04-09,2026-04-09,2026-04-09,1,2026-04-07,2026-04-09,2026-04-07,2026-04-07,1,2026-04-10,2026-04-10,2026-04-10,1,12,4,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1626978405,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626979405,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,4,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626984305,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626985305,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626986305,2026-03-28,2026-04-05,2026-04-07,2026-04-13,2026-04-10,2026-04-10,1,2026-04-10,2026-04-13,2026-04-10,2026-04-10,1,2026-04-13,2026-04-13,2026-04-13,2,12,3,0,1,West Zone,Aurangabad,JLG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1626995305,2026-03-28,2026-04-01,2026-04-05,2026-04-05,,,0,2026-04-05,2026-04-05,,,0,2026-04-06,2026-04-06,2026-04-06,1,12,3,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1626996305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626997305,2026-03-28,2026-04-01,2026-04-09,2026-04-10,2026-04-10,2026-04-10,1,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,3,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1626998305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1626999305,2026-03-28,2026-04-01,2026-04-03,2026-04-08,2026-04-06,2026-04-06,1,2026-04-05,2026-04-08,2026-04-06,2026-04-06,1,2026-04-08,2026-04-08,2026-04-08,1,12,3,0,1,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627000305,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627001305,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-09,2026-04-09,,,0,2026-04-09,2026-04-09,2026-04-09,5,12,3,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627002305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627003305,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627004305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627005305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-12,2026-04-12,,,0,2026-04-12,2026-04-12,2026-04-12,,12,3,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627006305,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627011305,2026-03-28,2026-04-01,2026-04-04,2026-04-04,,,0,2026-04-04,2026-04-04,,,0,2026-04-07,2026-04-07,2026-04-07,,12,3,0,1,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627012305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627019305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627022305,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-03,2026-04-03,,,0,2026-04-03,2026-04-03,2026-04-03,,12,3,0,1,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627023305,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627024305,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627025305,2026-03-28,2026-04-01,2026-04-02,2026-04-02,,,0,2026-04-05,2026-04-05,,,0,2026-04-06,2026-04-06,2026-04-06,,12,3,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627026305,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,,,,,0,,,2026-04-09,,12,3,0,1,West Zone,Mumbai,THN,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627027305,2026-03-28,2026-04-03,2026-04-06,2026-04-06,,,0,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,2026-04-07,,12,3,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627028305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627029305,2026-03-28,,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,Not Assigned,0,0,0
1627030305,2026-03-28,2026-04-01,2026-04-02,2026-04-02,,,0,2026-04-06,2026-04-06,,,0,2026-04-06,2026-04-06,2026-04-06,1,12,3,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627031305,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627032305,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,1,12,3,0,1,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627033305,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627034305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627035305,2026-03-28,2026-04-01,2026-04-04,2026-04-08,2026-04-07,2026-04-07,1,2026-04-05,2026-04-05,2026-04-07,2026-04-07,1,,,2026-04-08,2,12,3,0,1,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,1
1627036305,2026-03-28,2026-04-04,2026-04-07,2026-04-09,2026-04-09,2026-04-09,1,2026-04-08,2026-04-09,2026-04-09,2026-04-09,1,2026-04-10,2026-04-10,2026-04-10,2,12,3,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627037305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627038305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627039305,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-05,2026-04-05,,,0,2026-04-07,2026-04-07,2026-04-07,2,12,3,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627040305,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,,12,3,0,1,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627041305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627042305,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-12,2026-04-12,2026-04-12,2026-04-12,1,,,2026-04-12,1,12,3,0,1,West Zone,Mumbai,MMB,Urban,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1627049305,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,3,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627050305,2026-03-28,2026-04-05,2026-04-07,2026-04-12,2026-04-10,2026-04-10,1,2026-04-10,2026-04-12,2026-04-10,2026-04-10,1,2026-04-12,2026-04-12,2026-04-12,1,12,3,0,1,West Zone,Aurangabad,JLG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627051305,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,3,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627055205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627056205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627057205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627066205,2026-03-28,2026-04-01,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,2,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,0,0,0
1627067205,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,2,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627068205,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,West Zone,Aurangabad,NND,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627069205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627070205,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,,12,2,0,1,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627071205,2026-03-28,2026-04-06,2026-04-12,2026-04-12,,,0,2026-04-13,2026-04-13,,,0,,,2026-04-13,,12,2,0,1,West Zone,Aurangabad,NSK,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,1,0
1627072205,2026-03-28,2026-04-01,2026-04-05,2026-04-05,,,0,2026-04-07,2026-04-07,2026-04-08,2026-04-08,1,,,2026-04-08,1,12,2,0,1,West Zone,Mumbai,THN,Urban,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1627073205,2026-03-28,,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,Not Assigned,0,0,0
1627074205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627075205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627076205,2026-03-28,2026-04-04,2026-04-06,2026-04-06,,,0,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,2026-04-07,,12,2,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627077205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627082205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,ARG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627083205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,NND,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627090205,2026-03-28,2026-04-01,2026-04-10,2026-04-10,,,0,2026-04-12,2026-04-12,2026-04-12,2026-04-12,1,,,2026-04-12,2,12,2,0,1,West Zone,Mumbai,THN,Urban,Return by DS,RETURN TO SUPERVISOR BY DS,0,0,1
1627093205,2026-03-28,2026-04-01,2026-04-07,2026-04-07,,,0,2026-04-07,2026-04-07,,,0,2026-04-08,2026-04-08,2026-04-08,1,12,2,0,1,West Zone,Aurangabad,ARG,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627094205,2026-03-28,2026-04-06,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,,,0,2026-04-08,2026-04-08,2026-04-08,,12,2,0,1,West Zone,Aurangabad,NSK,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627095205,2026-03-28,2026-04-06,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,NSK,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627096205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627097205,2026-03-28,2026-04-01,2026-04-09,2026-04-09,,,0,2026-04-10,2026-04-10,,,0,2026-04-10,2026-04-10,2026-04-10,1,12,2,0,1,West Zone,Mumbai,THN,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627098205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627099205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,THN,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627100205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627101205,2026-03-28,2026-04-01,2026-04-06,2026-04-06,,,0,2026-04-09,2026-04-09,2026-04-10,2026-04-10,1,,,2026-04-10,1,12,2,0,1,West Zone,Mumbai,MMB,Urban,Accepted by Supervisor,RETURN TO SUPERVISOR BY DS,0,0,1
1627102205,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627103205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627104205,2026-03-28,2026-04-04,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627105205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627106205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627107205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627108205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627109205,2026-03-28,2026-04-01,2026-04-12,2026-04-12,,,0,,,,,0,,,2026-04-12,,12,2,0,1,West Zone,Mumbai,MMB,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627110205,2026-03-28,2026-04-03,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627111205,2026-03-28,2026-04-01,2026-04-03,2026-04-03,,,0,2026-04-05,2026-04-05,,,0,2026-04-07,2026-04-07,2026-04-07,1,12,2,0,1,West Zone,Mumbai,MMB,Urban,Accepted By DS SCH_0_0,Accepted By DS /AT CPG (Process) ,1,0,0
1627112205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627113205,2026-03-28,2026-04-01,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Mumbai,MMB,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627120205,2026-03-28,2026-04-01,2026-04-13,2026-04-13,,,0,,,,,0,,,2026-04-13,,12,2,0,1,West Zone,Mumbai,THN,Urban,Submitted by Enumerator,SUBMITTED BY ENUMERATOR,0,0,0
1627121205,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,2,0,1,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627126105,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627127105,2026-03-28,2026-04-05,,,,,0,,,,,0,,,,,,1,1,0,West Zone,Aurangabad,JLG,Urban,,ASSIGN TO ENUMERATOR,0,0,0
1627128105,2026-03-28,2026-04-02,2026-04-07,2026-04-10,2026-04-10,2026-04-10,1,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,,,2026-04-10,4,12,1,1,0,West Zone,Aurangabad,JLG,Urban,Accepted by Supervisor,Submitted by Supervisor To Ds ,0,0,1
